task,category,primary_metric,model_key
urate,phenotype_recovery,r2,llama-4-maverick
urate,phenotype_recovery,r2,nova-pro
urate,phenotype_recovery,r2,pixtral-large
vat,phenotype_recovery,r2,claude-haiku-4.5
vat,phenotype_recovery,r2,claude-opus-4.8
vat,phenotype_recovery,r2,claude-sonnet-5
vat,phenotype_recovery,r2,deepseek-v4-pro
vat,phenotype_recovery,r2,gemini-3.1-flash-lite
vat,phenotype_recovery,r2,gemini-3.1-pro
vat,phenotype_recovery,r2,gemini-3.7-flash
vat,phenotype_recovery,r2,gpt-5.4-nano
vat,phenotype_recovery,r2,gpt-5.6-luna
vat,phenotype_recovery,r2,grok-4.3
vat,phenotype_recovery,r2,llama-3.3-70b
vat,phenotype_recovery,r2,llama-4-maverick
vat,phenotype_recovery,r2,nova-pro
vat,phenotype_recovery,r2,pixtral-large
vat_group_rank,ordering,pairwise_accuracy,claude-haiku-4.5
vat_group_rank,ordering,pairwise_accuracy,claude-opus-4.8
vat_group_rank,ordering,pairwise_accuracy,claude-sonnet-5
vat_group_rank,ordering,pairwise_accuracy,deepseek-v4-pro
vat_group_rank,ordering,pairwise_accuracy,gemini-3.1-flash-lite
vat_group_rank,ordering,pairwise_accuracy,gemini-3.1-pro
vat_group_rank,ordering,pairwise_accuracy,gemini-3.7-flash
vat_group_rank,ordering,pairwise_accuracy,gpt-5.4-nano
vat_group_rank,ordering,pairwise_accuracy,gpt-5.6-luna
vat_group_rank,ordering,pairwise_accuracy,grok-4.3
vat_group_rank,ordering,pairwise_accuracy,llama-3.3-70b
vat_group_rank,ordering,pairwise_accuracy,llama-4-maverick
vat_group_rank,ordering,pairwise_accuracy,nova-pro
vat_group_rank,ordering,pairwise_accuracy,pixtral-large
wbc,phenotype_recovery,r2,claude-haiku-4.5
wbc,phenotype_recovery,r2,claude-opus-4.8
wbc,phenotype_recovery,r2,gemini-3.1-flash-lite
wbc,phenotype_recovery,r2,gemini-3.1-pro
wbc,phenotype_recovery,r2,gemini-3.7-flash
wbc,phenotype_recovery,r2,gpt-5.4-nano
wbc,phenotype_recovery,r2,gpt-5.6-luna
wbc,phenotype_recovery,r2,grok-4.3
wbc,phenotype_recovery,r2,llama-3.3-70b
wbc,phenotype_recovery,r2,llama-4-maverick
wbc,phenotype_recovery,r2,nova-pro
wbc,phenotype_recovery,r2,pixtral-large
